Frame count,Player 1 Keypoints,Player 2 Keypoints,Ball Position,Shot Type,Player 1 RL World Position,Player 2 RL World Position,Ball RL World Position,Who Hit the Ball
132,"[[0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.6793544888496399, 0.6091399192810059], [0.6990927457809448, 0.6096723079681396], [0.670093297958374, 0.658024251461029], [0.7106465697288513, 0.656679093837738], [0.6552459597587585, 0.7175156474113464], [0.721626341342926, 0.7137928605079651], [0.6487303972244263, 0.7559977769851685], [0.7165279388427734, 0.7549516558647156], [0.6704832315444946, 0.7715955972671509], [0.6965600848197937, 0.7699207663536072], [0.6708098649978638, 0.8577104210853577], [0.6903367042541504, 0.8568992018699646], [0.6687020063400269, 0.9421372413635254], [0.6828812956809998, 0.9403603672981262]]","[[0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.442107617855072, 0.5817088484764099], [0.0, 0.0], [0.4501999020576477, 0.6174899339675903], [0.46338194608688354, 0.6104789972305298], [0.4503363072872162, 0.665242075920105], [0.0, 0.0], [0.44235754013061523, 0.6852328777313232], [0.0, 0.0], [0.4671453833580017, 0.7115307450294495], [0.4787895679473877, 0.7077538967132568], [0.4525366723537445, 0.7621908187866211], [0.48150548338890076, 0.7584782838821411], [0.4614223539829254, 0.8192592859268188], [0.5015265941619873, 0.8115097284317017]]","[350, 127]",straight drive,"[3.929, 4.298, 0.586]","[3.295, 4.673, 0.634]","[3.48, 4.922, 0.64]",2 hit the ball
133,"[[0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.6711133718490601, 0.6137847900390625], [0.6909000873565674, 0.6137819290161133], [0.661141574382782, 0.6634425520896912], [0.7031703591346741, 0.6609456539154053], [0.6478711366653442, 0.7237685322761536], [0.7128480076789856, 0.7179549336433411], [0.6461581587791443, 0.7503393292427063], [0.7071905136108398, 0.7470042705535889], [0.661082923412323, 0.7747917175292969], [0.6905633211135864, 0.7720908522605896], [0.6491992473602295, 0.8545741438865662], [0.6859954595565796, 0.8527817726135254], [0.6398224830627441, 0.9415807127952576], [0.6819156408309937, 0.9388694763183594]]","[[0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.4328611493110657, 0.585830569267273], [0.0, 0.0], [0.4458243250846863, 0.6196634769439697], [0.4514388144016266, 0.6136378645896912], [0.45324915647506714, 0.667803168296814], [0.0, 0.0], [0.4416438937187195, 0.6881718039512634], [0.0, 0.0], [0.463906854391098, 0.7173475623130798], [0.469989538192749, 0.7138174176216125], [0.44897523522377014, 0.7740663290023804], [0.4671085774898529, 0.7702140212059021], [0.4630468487739563, 0.8426979184150696], [0.48939141631126404, 0.8338497877120972]]","[350, 127]",straight drive,"[3.896, 4.33, 0.591]","[3.215, 4.679, 0.635]","[3.48, 4.922, 0.64]",2 hit the ball
134,"[[0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.6638187170028687, 0.618697464466095], [0.6814197301864624, 0.61925208568573], [0.6545738577842712, 0.6638954877853394], [0.6938284635543823, 0.6634988784790039], [0.643677294254303, 0.718986451625824], [0.7033824920654297, 0.7172275185585022], [0.6425522565841675, 0.7478612065315247], [0.6986700892448425, 0.7462683916091919], [0.6518303155899048, 0.7742584347724915], [0.6811555624008179, 0.7726583480834961], [0.6313446760177612, 0.8496748805046082], [0.6819290518760681, 0.8488838076591492], [0.6176024079322815, 0.9284282922744751], [0.6845917701721191, 0.9271459579467773]]","[[0.41647869348526, 0.6060454249382019], [0.4184357523918152, 0.5989019870758057], [0.0, 0.0], [0.425856351852417, 0.5974794030189514], [0.0, 0.0], [0.4398435056209564, 0.6282157301902771], [0.4317280650138855, 0.6290140151977539], [0.44614601135253906, 0.6780751347541809], [0.0, 0.0], [0.4350822865962982, 0.7089982628822327], [0.41507989168167114, 0.7054824233055115], [0.45387324690818787, 0.7214155197143555], [0.44924989342689514, 0.721024751663208], [0.4495242238044739, 0.7854467034339905], [0.44764333963394165, 0.7842127680778503], [0.4736260771751404, 0.8473935723304749], [0.47082504630088806, 0.8422749638557434]]","[350, 127]",straight drive,"[3.893, 4.333, 0.591]","[3.167, 4.677, 0.636]","[3.48, 4.922, 0.64]",2 hit the ball
135,"[[0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.6556282639503479, 0.6160410642623901], [0.6720057129859924, 0.616364598274231], [0.6465168595314026, 0.6636967658996582], [0.685567319393158, 0.661828875541687], [0.6373782753944397, 0.7179012894630432], [0.6935220956802368, 0.7143193483352661], [0.639063835144043, 0.737377405166626], [0.6882683038711548, 0.7346408367156982], [0.6441921591758728, 0.7758349180221558], [0.6751993894577026, 0.7733888626098633], [0.6156145930290222, 0.8480197191238403], [0.6774128079414368, 0.8466709852218628], [0.596226692199707, 0.9338458776473999], [0.6818087697029114, 0.9316288232803345]]","[[0.4066976010799408, 0.6163718104362488], [0.4082506597042084, 0.6083682775497437], [0.0, 0.0], [0.41484394669532776, 0.6081369519233704], [0.0, 0.0], [0.4312551021575928, 0.637982189655304], [0.42111629247665405, 0.6396510601043701], [0.44697895646095276, 0.6884289979934692], [0.42458072304725647, 0.6863372921943665], [0.43151339888572693, 0.7199743390083313], [0.41421350836753845, 0.7194475531578064], [0.4501468241214752, 0.7263418436050415], [0.4433760643005371, 0.7275270819664001], [0.4487593173980713, 0.7949731349945068], [0.43783217668533325, 0.7934195399284363], [0.47619301080703735, 0.8606336116790771], [0.4608162045478821, 0.8536466956138611]]","[350, 127]",straight drive,"[3.914, 4.313, 0.588]","[3.094, 4.668, 0.635]","[3.48, 4.922, 0.64]",2 hit the ball
136,"[[0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.6425026655197144, 0.6109708547592163], [0.0, 0.0], [0.6383209228515625, 0.660220742225647], [0.6746151447296143, 0.6616474390029907], [0.6189242601394653, 0.7237462401390076], [0.683144211769104, 0.7183886170387268], [0.6200958490371704, 0.7644972205162048], [0.6757298707962036, 0.7254923582077026], [0.6326121091842651, 0.7738766074180603], [0.662163257598877, 0.773097813129425], [0.6100419759750366, 0.8406121730804443], [0.6688514947891235, 0.8492869138717651], [0.5867487192153931, 0.9233350157737732], [0.6736952066421509, 0.937214732170105]]","[[0.39587992429733276, 0.6261248588562012], [0.397379994392395, 0.6172405481338501], [0.0, 0.0], [0.4050113558769226, 0.6169089078903198], [0.0, 0.0], [0.4230589270591736, 0.6471591591835022], [0.4146207869052887, 0.6512852311134338], [0.43468230962753296, 0.7061704993247986], [0.41252484917640686, 0.707210123538971], [0.42057156562805176, 0.739621639251709], [0.3983791470527649, 0.7325112223625183], [0.4438989758491516, 0.7332420349121094], [0.4371161460876465, 0.7343559265136719], [0.4349725842475891, 0.7794448137283325], [0.41527503728866577, 0.7797072529792786], [0.4598179757595062, 0.8558140993118286], [0.42766904830932617, 0.8503432273864746]]","[350, 127]",straight drive,"[3.898, 4.328, 0.59]","[3.056, 4.661, 0.635]","[3.48, 4.922, 0.64]",2 hit the ball
137,"[[0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.6425163149833679, 0.6109920740127563], [0.0, 0.0], [0.6382783651351929, 0.6601935029029846], [0.6745901107788086, 0.6616690158843994], [0.6189504265785217, 0.723703920841217], [0.6831961870193481, 0.7183324098587036], [0.6200393438339233, 0.7646034359931946], [0.6757798194885254, 0.7255515456199646], [0.6326724886894226, 0.7738444209098816], [0.6622292995452881, 0.7731243371963501], [0.6100362539291382, 0.8404961228370667], [0.66883784532547, 0.8492650389671326], [0.5867660045623779, 0.923030436038971], [0.6736790537834167, 0.93711256980896]]","[[0.3958345353603363, 0.6262567043304443], [0.3973316550254822, 0.617343544960022], [0.0, 0.0], [0.40488100051879883, 0.6169995665550232], [0.0, 0.0], [0.4230271279811859, 0.6473701596260071], [0.4147530198097229, 0.6513878107070923], [0.4345819354057312, 0.7065832614898682], [0.41257232427597046, 0.7074036598205566], [0.42016124725341797, 0.73954176902771], [0.3983871042728424, 0.7325098514556885], [0.4439013600349426, 0.7336253523826599], [0.4376986622810364, 0.7346774339675903], [0.43324607610702515, 0.7791368365287781], [0.4168314039707184, 0.7792840600013733], [0.45690351724624634, 0.8558658361434937], [0.43063482642173767, 0.8502789735794067]]","[350, 127]",straight drive,"[3.86, 4.365, 0.596]","[2.923, 4.62, 0.629]","[3.48, 4.922, 0.64]",2 hit the ball
138,"[[0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.6361236572265625, 0.6064828634262085], [0.6529122591018677, 0.6073055863380432], [0.6265925168991089, 0.6533017754554749], [0.6653033494949341, 0.6530144810676575], [0.6152604818344116, 0.7121280431747437], [0.6756322979927063, 0.7088268995285034], [0.6123319864273071, 0.7440261244773865], [0.6697036027908325, 0.7420943975448608], [0.6243327856063843, 0.7671772241592407], [0.6545308828353882, 0.7658940553665161], [0.6049317717552185, 0.8444133400917053], [0.664530873298645, 0.8435141444206238], [0.5931680798530579, 0.9243001341819763], [0.6758692264556885, 0.9225319623947144]]","[[0.387263685464859, 0.6332417726516724], [0.3888496458530426, 0.6237488985061646], [0.0, 0.0], [0.39735010266304016, 0.6199051737785339], [0.0, 0.0], [0.41430792212486267, 0.6488508582115173], [0.4086975157260895, 0.6528778076171875], [0.42641687393188477, 0.705867350101471], [0.4111451208591461, 0.7060116529464722], [0.41128116846084595, 0.7324917316436768], [0.3961360454559326, 0.7323381304740906], [0.434041827917099, 0.7349610924720764], [0.427288293838501, 0.7352291345596313], [0.42788323760032654, 0.7896199822425842], [0.40142521262168884, 0.7885512709617615], [0.461628258228302, 0.8464289903640747], [0.4125479757785797, 0.8432226181030273]]","[350, 127]",straight drive,"[3.86, 4.365, 0.596]","[2.935, 4.625, 0.63]","[3.48, 4.922, 0.64]",1 hit the ball
139,"[[0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.627379298210144, 0.6017209887504578], [0.6441372632980347, 0.603261411190033], [0.6168254613876343, 0.6471716165542603], [0.6556864380836487, 0.6487748622894287], [0.6065836548805237, 0.6996344923973083], [0.6673108339309692, 0.7014268636703491], [0.6098623275756836, 0.7276506423950195], [0.6668788194656372, 0.7281686663627625], [0.6176180243492126, 0.7543038129806519], [0.6467418670654297, 0.7544573545455933], [0.6027063727378845, 0.8291454911231995], [0.653140664100647, 0.8298727869987488], [0.5940396189689636, 0.9043654799461365], [0.6610655784606934, 0.9047310948371887]]","[[0.0, 0.0], [0.3792390525341034, 0.6268658638000488], [0.0, 0.0], [0.38342440128326416, 0.6284672617912292], [0.0, 0.0], [0.3925219178199768, 0.656070351600647], [0.40991535782814026, 0.6487648487091064], [0.39944154024124146, 0.7169116735458374], [0.4204983711242676, 0.7051420211791992], [0.38529103994369507, 0.7465175986289978], [0.40903300046920776, 0.7349116802215576], [0.4219827651977539, 0.726987361907959], [0.4369974732398987, 0.7230268120765686], [0.39344891905784607, 0.7946273684501648], [0.4263324737548828, 0.7850273847579956], [0.4080551266670227, 0.8519901037216187], [0.4541996419429779, 0.8333725929260254]]","[162, 275]",straight drive,"[3.88, 4.346, 0.592]","[2.859, 4.592, 0.625]","[1.899, 3.559, 0.483]",2 hit the ball
140,"[[0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.6171504259109497, 0.5983575582504272], [0.6341825127601624, 0.5993512272834778], [0.6087260842323303, 0.640889048576355], [0.6467804312705994, 0.6449078321456909], [0.591178297996521, 0.6888120174407959], [0.6602432131767273, 0.7018980979919434], [0.599186897277832, 0.711004376411438], [0.664207935333252, 0.7234576940536499], [0.6071445345878601, 0.7519800662994385], [0.6363657116889954, 0.7528971433639526], [0.5929296612739563, 0.8263644576072693], [0.6418269872665405, 0.8313688635826111], [0.5840793251991272, 0.9121527671813965], [0.6524475812911987, 0.9216176271438599]]","[[0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.3713189959526062, 0.6394104957580566], [0.0, 0.0], [0.3822172284126282, 0.6692777276039124], [0.40211614966392517, 0.6544552445411682], [0.38846030831336975, 0.7163136601448059], [0.4211757183074951, 0.6908234357833862], [0.37372538447380066, 0.7437441349029541], [0.41509002447128296, 0.7200395464897156], [0.40314602851867676, 0.7535099387168884], [0.41674789786338806, 0.7456889748573303], [0.39069265127182007, 0.8074881434440613], [0.40721917152404785, 0.7991155982017517], [0.3996158540248871, 0.8610731959342957], [0.4159976840019226, 0.8458613157272339]]","[162, 275]",straight drive,"[3.829, 4.392, 0.598]","[3.027, 4.655, 0.633]","[1.899, 3.559, 0.483]",2 hit the ball
141,"[[0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.6094324588775635, 0.5887167453765869], [0.6259793043136597, 0.5904881954193115], [0.5969898104667664, 0.6359182000160217], [0.637296199798584, 0.6375925540924072], [0.5831091403961182, 0.690785825252533], [0.6531480550765991, 0.6928610801696777], [0.5843859314918518, 0.7144622206687927], [0.6550697088241577, 0.7159126996994019], [0.5993565320968628, 0.7489252090454102], [0.6282616853713989, 0.7497448325157166], [0.5928834676742554, 0.8240892291069031], [0.6379214525222778, 0.8252834677696228], [0.5882426500320435, 0.9088261723518372], [0.6437734365463257, 0.9095399379730225]]","[[0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.36619070172309875, 0.6468380093574524], [0.0, 0.0], [0.3731118142604828, 0.6767979264259338], [0.3913644254207611, 0.6674916744232178], [0.37836140394210815, 0.7263669967651367], [0.4087204337120056, 0.7136724591255188], [0.37143364548683167, 0.7524903416633606], [0.40373820066452026, 0.7406184077262878], [0.3962785303592682, 0.7620401382446289], [0.408041775226593, 0.7578122615814209], [0.3880546987056732, 0.8150975704193115], [0.3977615237236023, 0.8105442523956299], [0.39892762899398804, 0.8761743307113647], [0.4033380150794983, 0.8664767742156982]]","[162, 275]",straight drive,"[3.782, 4.432, 0.604]","[2.874, 4.599, 0.626]","[1.899, 3.559, 0.483]",2 hit the ball
142,"[[0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.6026493310928345, 0.581989586353302], [0.6163785457611084, 0.5840563178062439], [0.5888592004776001, 0.6287014484405518], [0.6307300925254822, 0.6319995522499084], [0.5705008506774902, 0.6809423565864563], [0.6497642993927002, 0.6862014532089233], [0.5696732401847839, 0.714198887348175], [0.6549814343452454, 0.7169994115829468], [0.5960351228713989, 0.7416791319847107], [0.6241406798362732, 0.7439935207366943], [0.589865505695343, 0.8211180567741394], [0.6291896104812622, 0.824100136756897], [0.5893779993057251, 0.904405951499939], [0.633090615272522, 0.907010555267334]]","[[0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.3521941304206848, 0.656711220741272], [0.0, 0.0], [0.35799264907836914, 0.6831610202789307], [0.38641950488090515, 0.6687880754470825], [0.3589109778404236, 0.7262973189353943], [0.4056442677974701, 0.7077485918998718], [0.35614249110221863, 0.7517960667610168], [0.4068680703639984, 0.7339566349983215], [0.38750118017196655, 0.7618243098258972], [0.40683382749557495, 0.7562116980552673], [0.37438827753067017, 0.8198930621147156], [0.40064531564712524, 0.813867449760437], [0.38222604990005493, 0.8701633810997009], [0.4100380539894104, 0.8573554158210754]]","[162, 275]",straight drive,"[3.754, 4.455, 0.607]","[2.83, 4.576, 0.624]","[1.899, 3.559, 0.483]",2 hit the ball
143,"[[0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.6026207208633423, 0.5820530652999878], [0.6163489818572998, 0.5840799808502197], [0.5889034271240234, 0.6287540197372437], [0.6306858658790588, 0.6319736838340759], [0.5706614255905151, 0.6809768676757812], [0.6497135758399963, 0.6861363649368286], [0.5699411034584045, 0.7141464352607727], [0.6549885869026184, 0.7168886065483093], [0.5960637331008911, 0.7416254878044128], [0.6241170167922974, 0.743897557258606], [0.5899263024330139, 0.8210752606391907], [0.629187822341919, 0.8240165114402771], [0.5893878936767578, 0.9043024778366089], [0.6330426931381226, 0.9068506956100464]]","[[0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.3520185053348541, 0.6566445827484131], [0.0, 0.0], [0.3577117621898651, 0.6830722093582153], [0.3865324556827545, 0.6684293746948242], [0.35846906900405884, 0.726305365562439], [0.40595537424087524, 0.7074773907661438], [0.35597121715545654, 0.7520394921302795], [0.40755391120910645, 0.734043300151825], [0.3874756693840027, 0.761567234992981], [0.4070133566856384, 0.7558903098106384], [0.3744305670261383, 0.8200269341468811], [0.4007057249546051, 0.8139622211456299], [0.3817322552204132, 0.8693546652793884], [0.40933799743652344, 0.8564649820327759]]","[162, 275]",straight drive,"[3.712, 4.486, 0.611]","[2.854, 4.588, 0.625]","[1.899, 3.559, 0.483]",2 hit the ball
144,"[[0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.5941203236579895, 0.580812394618988], [0.6088418960571289, 0.5818449854850769], [0.5800830721855164, 0.6241540908813477], [0.6212867498397827, 0.6277117133140564], [0.5633397102355957, 0.6728014349937439], [0.6395424604415894, 0.6817684769630432], [0.5697482228279114, 0.7094905376434326], [0.650046169757843, 0.7138954997062683], [0.5910025835037231, 0.7356645464897156], [0.6177191734313965, 0.7385135889053345], [0.5847160220146179, 0.8154348731040955], [0.6170043349266052, 0.8192414045333862], [0.5860125422477722, 0.899832010269165], [0.6171475648880005, 0.9036067724227905]]","[[0.35193753242492676, 0.6712510585784912], [0.35238221287727356, 0.6642271280288696], [0.348554402589798, 0.66593998670578], [0.35346540808677673, 0.6599341034889221], [0.3458661437034607, 0.6642612814903259], [0.367336630821228, 0.6730249524116516], [0.34302210807800293, 0.691264271736145], [0.39815646409988403, 0.6761861443519592], [0.34456074237823486, 0.7333278059959412], [0.4146243631839752, 0.6693460941314697], [0.34760168194770813, 0.7612525820732117], [0.3872801661491394, 0.7576252222061157], [0.37274283170700073, 0.7671816349029541], [0.3760681748390198, 0.8141355514526367], [0.3662320673465729, 0.8213077187538147], [0.38290098309516907, 0.8614369034767151], [0.37632226943969727, 0.8726648092269897]]","[162, 275]",straight drive,"[3.712, 4.487, 0.611]","[2.851, 4.587, 0.625]","[1.899, 3.559, 0.483]",2 hit the ball
145,"[[0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.5864571332931519, 0.5770984292030334], [0.0, 0.0], [0.5783365368843079, 0.616736888885498], [0.6139855980873108, 0.61186283826828], [0.5582754611968994, 0.6659963130950928], [0.6313616037368774, 0.6696588397026062], [0.5479477643966675, 0.6883276104927063], [0.644390344619751, 0.7147367000579834], [0.5848492383956909, 0.7309787273406982], [0.6066780686378479, 0.7285961508750916], [0.5820398330688477, 0.8161719441413879], [0.5984309911727905, 0.8110954165458679], [0.5881811380386353, 0.9032770991325378], [0.5985723733901978, 0.8942288160324097]]","[[0.3417016565799713, 0.7035354375839233], [0.34250178933143616, 0.694175124168396], [0.0, 0.0], [0.34973639249801636, 0.6811804175376892], [0.0, 0.0], [0.3656655550003052, 0.6862342953681946], [0.3428000211715698, 0.705371618270874], [0.3937224745750427, 0.705471396446228], [0.35226935148239136, 0.7529721856117249], [0.40772756934165955, 0.7373992204666138], [0.34906625747680664, 0.7957810163497925], [0.38504984974861145, 0.759322464466095], [0.3702327013015747, 0.7683873772621155], [0.3768908679485321, 0.8248192667961121], [0.36304426193237305, 0.8323898911476135], [0.3808698058128357, 0.8828110694885254], [0.3655851483345032, 0.8922519087791443]]","[162, 275]",straight drive,"[3.649, 4.529, 0.617]","[2.72, 4.509, 0.615]","[1.899, 3.559, 0.483]",2 hit the ball
146,"[[0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.5806661248207092, 0.5737226009368896], [0.0, 0.0], [0.568647027015686, 0.6148133873939514], [0.6067320108413696, 0.6147024631500244], [0.543984055519104, 0.6605635285377502], [0.6229345798492432, 0.6717445254325867], [0.5409765839576721, 0.6890533566474915], [0.639863908290863, 0.709747850894928], [0.5716941952705383, 0.7274368405342102], [0.5942246317863464, 0.7259286046028137], [0.5727157592773438, 0.8133224248886108], [0.5877540707588196, 0.812431275844574], [0.5852673649787903, 0.8926725387573242], [0.5926494002342224, 0.8928728699684143]]","[[0.3294049799442291, 0.6996179223060608], [0.3289584219455719, 0.689836859703064], [0.32369664311408997, 0.6942086219787598], [0.3356490135192871, 0.6793820858001709], [0.0, 0.0], [0.35660868883132935, 0.6936635971069336], [0.33173877000808716, 0.7084505558013916], [0.3828006386756897, 0.7283355593681335], [0.3411736786365509, 0.7523736953735352], [0.3866580128669739, 0.7597559690475464], [0.34370917081832886, 0.7689101099967957], [0.37722378969192505, 0.77215576171875], [0.35930222272872925, 0.7780147194862366], [0.3575690686702728, 0.8344451189041138], [0.33306437730789185, 0.8392100930213928], [0.34954237937927246, 0.8924750685691833], [0.3204501271247864, 0.8982154130935669]]","[95, 285]",wide_crosscourt drive,"[3.58, 4.571, 0.623]","[2.685, 4.484, 0.612]","[1.427, 2.847, 0.39]",2 hit the ball
147,"[[0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.5715161561965942, 0.5703354477882385], [0.5887514352798462, 0.573686957359314], [0.5580934286117554, 0.6142891049385071], [0.6001598238945007, 0.6195191144943237], [0.5384321212768555, 0.6641970872879028], [0.6246458888053894, 0.6714848875999451], [0.5361636281013489, 0.698722779750824], [0.633943498134613, 0.7015904784202576], [0.5650044679641724, 0.7260524034500122], [0.5896790623664856, 0.7284672260284424], [0.5679084062576294, 0.8096976280212402], [0.5833674073219299, 0.8124747276306152], [0.5819205641746521, 0.8878990411758423], [0.5847571492195129, 0.8906601071357727]]","[[0.328755259513855, 0.6935198307037354], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.32204699516296387, 0.6892698407173157], [0.33386296033859253, 0.7163592576980591], [0.3338363766670227, 0.7161149978637695], [0.3530181348323822, 0.7401552200317383], [0.35154756903648376, 0.7408688068389893], [0.37260356545448303, 0.7601015567779541], [0.36063000559806824, 0.7447454929351807], [0.3544803261756897, 0.7967213988304138], [0.35782402753829956, 0.7992061972618103], [0.3506905436515808, 0.8533326983451843], [0.37580734491348267, 0.85490882396698], [0.33809033036231995, 0.9102187156677246], [0.37685465812683105, 0.9101375937461853]]","[84, 292]",wide_crosscourt drive,"[3.558, 4.583, 0.624]","[2.492, 4.321, 0.591]","[1.54, 3.086, 0.424]",2 hit the ball
148,"[[0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.5672533512115479, 0.5714666843414307], [0.5823425054550171, 0.5749678015708923], [0.5531523823738098, 0.6136693954467773], [0.5922138690948486, 0.6199595332145691], [0.5324731469154358, 0.6589910387992859], [0.6139008402824402, 0.6707674860954285], [0.535033643245697, 0.691412627696991], [0.6270216703414917, 0.6967379450798035], [0.5619432926177979, 0.7226905226707458], [0.5847298502922058, 0.7261760234832764], [0.5613487362861633, 0.802946925163269], [0.5760349035263062, 0.8072372674942017], [0.5724716782569885, 0.8786572813987732], [0.5737667083740234, 0.8832571506500244]]","[[0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.32095232605934143, 0.7034087181091309], [0.3111986517906189, 0.7404409050941467], [0.3291667103767395, 0.723134458065033], [0.32381635904312134, 0.7755016088485718], [0.346362829208374, 0.7534707188606262], [0.33776217699050903, 0.7847699522972107], [0.36294054985046387, 0.7607709169387817], [0.33711904287338257, 0.8194859623908997], [0.3491467833518982, 0.8129176497459412], [0.31893792748451233, 0.8872425556182861], [0.3328234851360321, 0.880214512348175], [0.31070828437805176, 0.9277001023292542], [0.32357338070869446, 0.9153419733047485]]","[74, 297]",wide_crosscourt drive,"[3.528, 4.597, 0.626]","[2.741, 4.523, 0.618]","[1.63, 3.283, 0.452]",2 hit the ball
149,"[[0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.5672912001609802, 0.5714534521102905], [0.5823842287063599, 0.5749674439430237], [0.5531477332115173, 0.6136932969093323], [0.5922433137893677, 0.6200084686279297], [0.5324375629425049, 0.6589850783348083], [0.6139270067214966, 0.6708120703697205], [0.5350290536880493, 0.6915166974067688], [0.6270605325698853, 0.6968799233436584], [0.5619047284126282, 0.7226840257644653], [0.5847181081771851, 0.7261830568313599], [0.5612708330154419, 0.8027938008308411], [0.5760224461555481, 0.8071016073226929], [0.5722911357879639, 0.878445029258728], [0.5736868977546692, 0.8830795288085938]]","[[0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.32098352909088135, 0.7029275894165039], [0.31137022376060486, 0.7401917576789856], [0.32893672585487366, 0.7230401635169983], [0.32453009486198425, 0.7753440141677856], [0.3461262583732605, 0.753571093082428], [0.3390742540359497, 0.7844264507293701], [0.36299973726272583, 0.7605031132698059], [0.33745723962783813, 0.8195335268974304], [0.349368155002594, 0.8131211400032043], [0.31916818022727966, 0.8872866034507751], [0.33382049202919006, 0.8803542852401733], [0.31116122007369995, 0.9273223280906677], [0.32549044489860535, 0.9151167869567871]]","[74, 297]",wide_crosscourt drive,"[3.487, 4.615, 0.629]","[2.521, 4.349, 0.595]","[1.63, 3.283, 0.452]",2 hit the ball
150,"[[0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.5594046711921692, 0.5722283124923706], [0.0, 0.0], [0.549434244632721, 0.6100807189941406], [0.5861420035362244, 0.6125046014785767], [0.526374340057373, 0.6540375351905823], [0.6023170351982117, 0.6658820509910583], [0.5202963352203369, 0.6867746710777283], [0.6161931753158569, 0.6977478265762329], [0.5550083518028259, 0.7199389338493347], [0.5741179585456848, 0.7196264266967773], [0.5609281063079834, 0.7980645895004272], [0.556659460067749, 0.799359142780304], [0.5771481394767761, 0.8711485266685486], [0.5475799441337585, 0.8704964518547058]]","[[0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.313737690448761, 0.7495807409286499], [0.3101160526275635, 0.7509428858757019], [0.3380657136440277, 0.7824271321296692], [0.3307269215583801, 0.7905851006507874], [0.35389286279678345, 0.7723678350448608], [0.3471319079399109, 0.7729167342185974], [0.32972127199172974, 0.8308005332946777], [0.32719266414642334, 0.8329116702079773], [0.3260159194469452, 0.8694561719894409], [0.3260609209537506, 0.870913028717041], [0.31796735525131226, 0.9079603552818298], [0.31692537665367126, 0.9092931151390076]]","[78, 298]",wide_crosscourt drive,"[3.487, 4.616, 0.629]","[2.529, 4.356, 0.596]","[1.61, 3.23, 0.445]",2 hit the ball
151,"[[0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.5525280833244324, 0.5729665756225586], [0.5678480267524719, 0.5734044313430786], [0.5437472462654114, 0.6108993887901306], [0.5808002352714539, 0.6124529242515564], [0.5227605700492859, 0.6572791337966919], [0.5970067381858826, 0.6675395369529724], [0.5167126655578613, 0.6859720945358276], [0.6104272603988647, 0.6977385878562927], [0.549590528011322, 0.7217005491256714], [0.5694225430488586, 0.7205145359039307], [0.551388144493103, 0.8024266362190247], [0.5490133762359619, 0.8024360537528992], [0.5720565915107727, 0.8772827386856079], [0.5464984774589539, 0.876973032951355]]","[[0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.28812021017074585, 0.7545417547225952], [0.29092952609062195, 0.7676792740821838], [0.28628861904144287, 0.7821018695831299], [0.3264918923377991, 0.7933725118637085], [0.3019251227378845, 0.8259509801864624], [0.0, 0.0], [0.3109211325645447, 0.8503448367118835], [0.3143192529678345, 0.836729884147644], [0.3127858638763428, 0.8481324315071106], [0.3455786108970642, 0.8067796230316162], [0.34135788679122925, 0.8146581053733826], [0.36366134881973267, 0.8636561036109924], [0.3598249554634094, 0.8749260902404785]]","[81, 301]",wide_crosscourt drive,"[3.39, 4.65, 0.633]","[2.486, 4.315, 0.59]","[1.611, 3.218, 0.443]",2 hit the ball
